Z83689 = Homo sapiens
AC106861 = Homo sapiens
AF202273 = Homo sapiens
AF005095 = Homo sapiens
Y16106 = Homo sapiens
HM190195 = Homo sapiens
GQ228032 = Homo sapiens
AF008216 = Homo sapiens
HM190177 = Homo sapiens
AY547269 = Homo sapiens
AY500824 = Homo sapiens
AY193890 = Homo sapiens
AC021989 = Homo sapiens
HM101245 = Homo sapiens
AY775565 = Homo sapiens
DQ026422 = Homo sapiens
U10116 = Homo sapiens
EU195543 = Homo sapiens
AF149412 = Homo sapiens
AC110297 = Homo sapiens
HM190196 = Homo sapiens
X95827 = Homo sapiens
U07793 = Homo sapiens
AJ311322 = Homo sapiens
AB007169 = Homo sapiens
EU195548 = Homo sapiens
HM190161 = Homo sapiens
AY123244 = Homo sapiens
AC116613 = Homo sapiens
U32370 = Homo sapiens
AF117653 = Homo sapiens
Z19532 = Homo sapiens
AC079080 = Homo sapiens
M16110 = Homo sapiens
AJ309837 = Homo sapiens
AB051000 = Homo sapiens
AB053170 = Homo sapiens
AJ309841 = Homo sapiens
AF146191 = Homo sapiens
AC079227 = Homo sapiens
HM190183 = Homo sapiens
HM101232 = Homo sapiens
M71243 = Homo sapiens
HM101231 = Homo sapiens
HM190179 = Homo sapiens
AC110752 = Homo sapiens
U83668 = Homo sapiens
D85424 = Homo sapiens
AJ404873 = Homo sapiens
L38290 = Homo sapiens
AJ309844 = Homo sapiens
U10902 = Homo sapiens
DQ384498 = Homo sapiens
DQ026427 = Homo sapiens
AJ309838 = Homo sapiens
AC105915 = Homo sapiens
U61148 = Homo sapiens
HM101246 = Homo sapiens
HM101236 = Homo sapiens
AC092834 = Homo sapiens
AJ315732 = Homo sapiens
AC093618 = Homo sapiens
EU170535 = Homo sapiens
EU195556 = Homo sapiens
AF288570 = Homo sapiens
HM190172 = Homo sapiens
EU195539 = Homo sapiens
AJ311318 = Homo sapiens
AF116272 = Homo sapiens
AC114744 = Homo sapiens
AF236857 = Homo sapiens
AC079298 = Homo sapiens
FJ439133 = Homo sapiens
AF053972 = Homo sapiens
AF177983 = Homo sapiens
U05254 = Homo sapiens
AC022317 = Homo sapiens
GU320669 = Homo sapiens
AF020393 = Homo sapiens
U20758 = Homo sapiens
AF017724 = Homo sapiens
U86265 = Homo sapiens
EU170532 = Homo sapiens
U51243 = Homo sapiens
AY950613 = Homo sapiens
EU195544 = Homo sapiens
AF155195 = Homo sapiens
AF426432 = Homo sapiens
AJ311321 = Homo sapiens
AF349466 = Homo sapiens
EU195550 = Homo sapiens
DQ384495 = Homo sapiens
AF004873 = Homo sapiens
AF243476 = Homo sapiens
AC114733 = Homo sapiens
EU170528 = Homo sapiens
AF179404 = Homo sapiens
U12709 = Homo sapiens
U07792 = Homo sapiens
AJ309707 = Homo sapiens
GQ228031 = Homo sapiens
AF260318 = Homo sapiens
HM190185 = Homo sapiens
HM101235 = Homo sapiens
HM190175 = Homo sapiens
M65005 = Homo sapiens
AJ309834 = Homo sapiens
AF026126 = Homo sapiens
AF095703 = Homo sapiens
JN201202 = Homo sapiens
AB065673 = Homo sapiens
HM101240 = Homo sapiens
AF232742 = Homo sapiens
AJ309828 = Homo sapiens
M81826 = Homo sapiens
HM190162 = Homo sapiens
AC110766 = Homo sapiens
HM101237 = Homo sapiens
HM190194 = Homo sapiens
AB007148 = Homo sapiens
AF326970 = Homo sapiens
EU170534 = Homo sapiens
AJ309840 = Homo sapiens
GU320670 = Homo sapiens
AY775564 = Homo sapiens
AL390065 = Homo sapiens
U66799 = Homo sapiens
AC093591 = Homo sapiens
EU195537 = Homo sapiens
EU195549 = Homo sapiens
AC073413 = Homo sapiens
AC110999 = Homo sapiens
EU195557 = Homo sapiens
AC104646 = Homo sapiens
AY548761 = Homo sapiens
HM101244 = Homo sapiens
EU195540 = Homo sapiens
AC099396 = Homo sapiens
AF040967 = Homo sapiens
HM190167 = Homo sapiens
U33168 = Homo sapiens
AC124030 = Homo sapiens
AF116538 = Homo sapiens
HM190168 = Homo sapiens
AF090739 = Homo sapiens
AJ311330 = Homo sapiens
AF030149 = Homo sapiens
AL136360 = Homo sapiens
DQ026423 = Homo sapiens
AC074378 = Homo sapiens
AC108014 = Homo sapiens
D17327 = Homo sapiens
AC078881 = Homo sapiens
J05563 = Homo sapiens
AF280400 = Homo sapiens
AB017018 = Homo sapiens
AF184894 = Homo sapiens
AJ311319 = Homo sapiens
AC108033 = Homo sapiens
AJ311331 = Homo sapiens
AC084010 = Homo sapiens
DQ360816 = Homo sapiens
AJ309845 = Homo sapiens
AJ311326 = Homo sapiens
DQ026420 = Homo sapiens
U72648 = Homo sapiens
AY950615 = Homo sapiens
D14813 = Homo sapiens
AC108029 = Homo sapiens
HM101247 = Homo sapiens
DQ091293 = Homo sapiens
D50030 = Homo sapiens
AC107381 = Homo sapiens
Z68192 = Homo sapiens
EU195553 = Homo sapiens
JN201201 = Homo sapiens
AB065672 = Homo sapiens
DQ026429 = Homo sapiens
X87373 = Homo sapiens
U50146 = Homo sapiens
M65006 = Homo sapiens
AF326471 = Homo sapiens
D63861 = Homo sapiens
JQ411647 = Homo sapiens
AF097721 = Homo sapiens
EU195545 = Homo sapiens
Z99995 = Homo sapiens
Z68274 = Homo sapiens
HM190164 = Homo sapiens
AJ311324 = Homo sapiens
EU170529 = Homo sapiens
AL158068 = Homo sapiens
AC109347 = Homo sapiens
AC104785 = Homo sapiens
AJ309832 = Homo sapiens
DQ384496 = Homo sapiens
DQ026426 = Homo sapiens
U86266 = Homo sapiens
U20521 = Homo sapiens
U07791 = Homo sapiens
AC074344 = Homo sapiens
HM190169 = Homo sapiens
AC114735 = Homo sapiens
EU170533 = Homo sapiens
AC093628 = Homo sapiens
HM190184 = Homo sapiens
AB061832 = Homo sapiens
HM190163 = Homo sapiens
HE819179 = Homo sapiens
AF487554 = Homo sapiens
AC114738 = Homo sapiens
M60707 = Homo sapiens
AF163864 = Homo sapiens
AF178206 = Homo sapiens
AC079341 = Homo sapiens
HM101229 = Homo sapiens
AF439445 = Homo sapiens
U07794 = Homo sapiens
U05770 = Homo sapiens
AC023492 = Homo sapiens
U18977 = Homo sapiens
AF109147 = Homo sapiens
X83013 = Homo sapiens
AL132868 = Homo sapiens
AC004544 = Homo sapiens
GQ228033 = Homo sapiens
HM101238 = Homo sapiens
X91233 = Homo sapiens
AF238048 = Homo sapiens
AC141928 = Homo sapiens
AF030152 = Homo sapiens
FJ177639 = Homo sapiens
AC111000 = Homo sapiens
AJ309835 = Homo sapiens
AJ311327 = Homo sapiens
L03718 = Homo sapiens
AF001952 = Homo sapiens
HM190170 = Homo sapiens
AJ251637 = Homo sapiens
EU195541 = Homo sapiens
U06976 = Homo sapiens
U20166 = Homo sapiens
HM101243 = Homo sapiens
AC114743 = Homo sapiens
D17326 = Homo sapiens
DQ026421 = Homo sapiens
DQ026425 = Homo sapiens
AF267997 = Homo sapiens
AJ309704 = Homo sapiens
AC105914 = Homo sapiens
HM190180 = Homo sapiens
AJ238093 = Homo sapiens
AJ006239 = Homo sapiens
AF135417 = Homo sapiens
DQ026428 = Homo sapiens
AF280399 = Homo sapiens
D38024 = Homo sapiens
U86268 = Homo sapiens
BX465861 = Homo sapiens
AF155219 = Homo sapiens
AF117979 = Homo sapiens
AL590235 = Homo sapiens
EU170537 = Homo sapiens
U63108 = Homo sapiens
Z49154 = Homo sapiens
AB006741 = Homo sapiens
HM101248 = Homo sapiens
AC092535 = 
HM190173 = Homo sapiens
EU195554 = Homo sapiens
K02056 = Homo sapiens
AY605898 = Homo sapiens
M65007 = Homo sapiens
EU195538 = Homo sapiens
JQ582416 = Homo sapiens
HM101233 = Homo sapiens
AF005260 = Homo sapiens
AC079749 = Homo sapiens
Y09781 = Homo sapiens
AJ309705 = Homo sapiens
AC114734 = Homo sapiens
U31760 = Homo sapiens
AJ309836 = Homo sapiens
AB004057 = Homo sapiens
AL110117 = Homo sapiens
AC098586 = Homo sapiens
DQ384497 = Homo sapiens
U63801 = Homo sapiens
AJ309839 = Homo sapiens
L29296 = Homo sapiens
EU709728 = Homo sapiens
J00264 = Homo sapiens
M24128 = Homo sapiens
FJ812036 = Homo sapiens
HM190176 = Homo sapiens
AF200719 = Homo sapiens
AY009124 = Homo sapiens
AC106888 = Homo sapiens
EU195546 = Homo sapiens
FJ189474 = Homo sapiens
U86267 = Homo sapiens
EU170530 = Homo sapiens
AJ309831 = Homo sapiens
AC093592 = Homo sapiens
AC112225 = Homo sapiens
AB065671 = Homo sapiens
AY167999 = Homo sapiens
DQ360814 = Homo sapiens
EU170538 = Homo sapiens
EU195542 = Homo sapiens
DQ384494 = Homo sapiens
